state_i,state_j,mechanism_i,mechanism_j,d
8001dede9725b235,16204a7755094bb7,M2_vehicle_crossing,M6_temp_occupancy,0.161388
8001dede9725b235,8589a58aaa319e10,M2_vehicle_crossing,M6_temp_occupancy,0.161388
8001dede9725b235,5ca43a44c81a6987,M2_vehicle_crossing,M3_vru_crossing,0.186305
8001dede9725b235,3523d1b97fde5dd7,M2_vehicle_crossing,M5_merge,0.186305
8001dede9725b235,529d0c9664dabfba,M2_vehicle_crossing,M4_cut_in,0.147854
8001dede9725b235,18d655273dfaa17b,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,ad89a673afcb15ef,M2_vehicle_crossing,M1_lead_slow_stop,0.186621
8001dede9725b235,5a21770f51a706ec,M2_vehicle_crossing,M4_cut_in,0.191464
8001dede9725b235,391579da819e88f8,M2_vehicle_crossing,M4_cut_in,0.184255
8001dede9725b235,48176b7209253062,M2_vehicle_crossing,M1_lead_slow_stop,0.278345
8001dede9725b235,4e1604c6653c917d,M2_vehicle_crossing,M2_vehicle_crossing,0.23679
8001dede9725b235,46be633224ba688d,M2_vehicle_crossing,M1_lead_slow_stop,0.302666
8001dede9725b235,a22e67eb167f1d0f,M2_vehicle_crossing,M5_merge,0.181741
8001dede9725b235,39d2af1de320da61,M2_vehicle_crossing,M3_vru_crossing,0.23497
8001dede9725b235,c92800a7dd649eb0,M2_vehicle_crossing,M3_vru_crossing,0.269019
8001dede9725b235,af8d2b2e7bf74387,M2_vehicle_crossing,M1_lead_slow_stop,0.303808
8001dede9725b235,8191df8947207928,M2_vehicle_crossing,M1_lead_slow_stop,0.197832
8001dede9725b235,8bbba7bd646c0988,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,e8f0bb32d5de2d24,M2_vehicle_crossing,M5_merge,0.207693
8001dede9725b235,c68ab5161508001f,M2_vehicle_crossing,M1_lead_slow_stop,0.209719
8001dede9725b235,b01112211aeddce1,M2_vehicle_crossing,M1_lead_slow_stop,0.264572
8001dede9725b235,3c878000bc5ecd2e,M2_vehicle_crossing,M6_temp_occupancy,0.213649
8001dede9725b235,c57fca37918359be,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,d1874810bd087f05,M2_vehicle_crossing,M2_vehicle_crossing,0.250074
8001dede9725b235,9e340849e6807323,M2_vehicle_crossing,M4_cut_in,0.179319
8001dede9725b235,fb142b6dfa344e7d,M2_vehicle_crossing,M6_temp_occupancy,0.184255
8001dede9725b235,b4593a7849572046,M2_vehicle_crossing,M5_merge,0.186305
8001dede9725b235,c1829351929da04a,M2_vehicle_crossing,M2_vehicle_crossing,0.27151
8001dede9725b235,61c2c10de0115d4c,M2_vehicle_crossing,M4_cut_in,0.121776
8001dede9725b235,193973f267c0e3f8,M2_vehicle_crossing,M1_lead_slow_stop,0.210305
8001dede9725b235,6746a47d4cb56041,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,8cc939e8a0e6cf,M2_vehicle_crossing,M5_merge,0.137958
8001dede9725b235,ebecaff060dfaf5,M2_vehicle_crossing,M5_merge,0.241439
8001dede9725b235,36b6d206313b0dc2,M2_vehicle_crossing,M2_vehicle_crossing,0.187451
8001dede9725b235,fa7aa51eec4fcc0f,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,a3a693cb9130f131,M2_vehicle_crossing,M5_merge,0.216127
8001dede9725b235,5e6868e3cf3bf22e,M2_vehicle_crossing,M2_vehicle_crossing,0.146084
8001dede9725b235,db2d22849b9faaeb,M2_vehicle_crossing,M4_cut_in,0.184091
8001dede9725b235,4f19a78e73788325,M2_vehicle_crossing,M2_vehicle_crossing,0.229787
8001dede9725b235,cb033836fe55cb71,M2_vehicle_crossing,M1_lead_slow_stop,0.225257
8001dede9725b235,ddb565dc089efb79,M2_vehicle_crossing,M3_vru_crossing,0.254568
8001dede9725b235,645144353bbfdecc,M2_vehicle_crossing,M2_vehicle_crossing,0.25561
8001dede9725b235,d70bd171d452a911,M2_vehicle_crossing,M6_temp_occupancy,0.248596
8001dede9725b235,2bc410d4ce756f24,M2_vehicle_crossing,M3_vru_crossing,0.237936
8001dede9725b235,33baa7bec0df48e6,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,5a9136943505a0c8,M2_vehicle_crossing,M4_cut_in,0.202918
8001dede9725b235,bf4a3094f06db35a,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,ef15a936dcbdae22,M2_vehicle_crossing,M5_merge,0.181687
8001dede9725b235,5fbe9ec16c1da7,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,205b9be4bd273c8,M2_vehicle_crossing,M5_merge,0.089493
8001dede9725b235,bcf4c2171f3087b3,M2_vehicle_crossing,M3_vru_crossing,0.186305
8001dede9725b235,e73bfd50912a81c2,M2_vehicle_crossing,M5_merge,0.185063
8001dede9725b235,69563a34cb1da29d,M2_vehicle_crossing,M3_vru_crossing,0.243402
8001dede9725b235,9b52ebee65ba60df,M2_vehicle_crossing,M4_cut_in,0.177864
8001dede9725b235,5b48eebb6ae9a031,M2_vehicle_crossing,M1_lead_slow_stop,0.219656
8001dede9725b235,338402ef9081de8e,M2_vehicle_crossing,M5_merge,0.181407
8001dede9725b235,d63a72ef3cd6a570,M2_vehicle_crossing,M1_lead_slow_stop,0.255029
8001dede9725b235,22c359415a84f49e,M2_vehicle_crossing,M2_vehicle_crossing,0.202477
8001dede9725b235,709b4273b440d9df,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,593b60d37e0756a3,M2_vehicle_crossing,M1_lead_slow_stop,0.277385
8001dede9725b235,a85bb8c9decfce02,M2_vehicle_crossing,M2_vehicle_crossing,0.218998
8001dede9725b235,46089fa0cbe376a,M2_vehicle_crossing,M1_lead_slow_stop,0.219562
8001dede9725b235,15ab99b9c601cdbb,M2_vehicle_crossing,M5_merge,0.180349
8001dede9725b235,8cc706db611c60f3,M2_vehicle_crossing,M1_lead_slow_stop,0.202385
8001dede9725b235,627c9e858445e526,M2_vehicle_crossing,M2_vehicle_crossing,0.212186
8001dede9725b235,bc5fbdd7299bfcea,M2_vehicle_crossing,M2_vehicle_crossing,0.219412
8001dede9725b235,ba626816eab28971,M2_vehicle_crossing,M2_vehicle_crossing,0.258097
8001dede9725b235,3a05a500c09f362,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,4fe1a27d65c20624,M2_vehicle_crossing,M4_cut_in,0.137651
8001dede9725b235,c5f7559ce637d158,M2_vehicle_crossing,M5_merge,0.219412
8001dede9725b235,ec7f75c46b30a664,M2_vehicle_crossing,M6_temp_occupancy,0.219412
8001dede9725b235,828d5e60ba898919,M2_vehicle_crossing,M3_vru_crossing,0.20195
8001dede9725b235,5401f9f7a98e3b87,M2_vehicle_crossing,M1_lead_slow_stop,0.224834
8001dede9725b235,9edef88b29982e8d,M2_vehicle_crossing,M4_cut_in,0.121755
8001dede9725b235,d70c6e96e89f9509,M2_vehicle_crossing,M4_cut_in,0.131445
8001dede9725b235,7bfe72a95b111c3d,M2_vehicle_crossing,M5_merge,0.145193
8001dede9725b235,eaddb9cfd4bdee3,M2_vehicle_crossing,M6_temp_occupancy,0.136253
8001dede9725b235,20d86c79c5b93eee,M2_vehicle_crossing,M6_temp_occupancy,0.25143
8001dede9725b235,6bb19ed8fd73dcaa,M2_vehicle_crossing,M1_lead_slow_stop,0.061925
8001dede9725b235,f36d556878508d27,M2_vehicle_crossing,M5_merge,0.170922
8001dede9725b235,86e4585ee70fd316,M2_vehicle_crossing,M1_lead_slow_stop,0.283212
8001dede9725b235,511061c17dcf9cfd,M2_vehicle_crossing,M3_vru_crossing,0.284178
8001dede9725b235,3fa0d9d7e10ebb40,M2_vehicle_crossing,M1_lead_slow_stop,0.287012
8001dede9725b235,c7a26ee2a91219bc,M2_vehicle_crossing,M6_temp_occupancy,0.21881
8001dede9725b235,c710955bf6df9bd6,M2_vehicle_crossing,M5_merge,0.194118
8001dede9725b235,86e25df75a6995f4,M2_vehicle_crossing,M1_lead_slow_stop,0.195878
8001dede9725b235,a33abe19dd2ad254,M2_vehicle_crossing,M5_merge,0.134077
8001dede9725b235,c3c8dba7b2fac99b,M2_vehicle_crossing,M6_temp_occupancy,0.219412
8001dede9725b235,e79fba949827442,M2_vehicle_crossing,M4_cut_in,0.219888
8001dede9725b235,db8f0c4bca59d849,M2_vehicle_crossing,M1_lead_slow_stop,0.111073
8001dede9725b235,10fa6689840a045e,M2_vehicle_crossing,M1_lead_slow_stop,0.192009
8001dede9725b235,82db149ce5803678,M2_vehicle_crossing,M6_temp_occupancy,0.260967
8001dede9725b235,d952c66361dd6dd,M2_vehicle_crossing,M3_vru_crossing,0.184255
8001dede9725b235,ea6d597b14182a4,M2_vehicle_crossing,M3_vru_crossing,0.219412
8001dede9725b235,aae6f5e257d7ae7b,M2_vehicle_crossing,M4_cut_in,0.148623
8001dede9725b235,7ea9286f24b35ce,M2_vehicle_crossing,M5_merge,0.197307
8001dede9725b235,68ebb1345abaaa49,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,9f2afbd2995369db,M2_vehicle_crossing,M4_cut_in,0.186302
8001dede9725b235,f7193ffab83f342a,M2_vehicle_crossing,M4_cut_in,0.183399
8001dede9725b235,3c0d54fef36f68c3,M2_vehicle_crossing,M6_temp_occupancy,0.219412
8001dede9725b235,e2e8717cc14408e5,M2_vehicle_crossing,M2_vehicle_crossing,0.2046
8001dede9725b235,b51cd423385fd8c3,M2_vehicle_crossing,M4_cut_in,0.1273
8001dede9725b235,d1d63331ff4d4642,M2_vehicle_crossing,M1_lead_slow_stop,0.223697
8001dede9725b235,bff5b958fa495b42,M2_vehicle_crossing,M1_lead_slow_stop,0.186305
8001dede9725b235,6d8c999df123683e,M2_vehicle_crossing,M5_merge,0.219412
8001dede9725b235,2f062e60ee68c1a5,M2_vehicle_crossing,M5_merge,0.197226
8001dede9725b235,d547b71b68122235,M2_vehicle_crossing,M2_vehicle_crossing,0.134088
8001dede9725b235,498676f3a2f5b632,M2_vehicle_crossing,M1_lead_slow_stop,0.190177
8001dede9725b235,b65a402949fb31f,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,ab6bd2c279f34f6a,M2_vehicle_crossing,M3_vru_crossing,0.286492
8001dede9725b235,501d70fe64c7306f,M2_vehicle_crossing,M4_cut_in,0.149099
8001dede9725b235,eb1cfd2cec3f1bb4,M2_vehicle_crossing,M5_merge,0.186305
8001dede9725b235,df45bb47c8a8b6fa,M2_vehicle_crossing,M1_lead_slow_stop,0.280369
8001dede9725b235,3c63c09d67c69f10,M2_vehicle_crossing,M6_temp_occupancy,0.226505
8001dede9725b235,38fc99d2b91ace4f,M2_vehicle_crossing,M2_vehicle_crossing,0.159342
8001dede9725b235,68222c9de6832012,M2_vehicle_crossing,M4_cut_in,0.187925
8001dede9725b235,dd2b57f59de52610,M2_vehicle_crossing,M4_cut_in,0.186305
8001dede9725b235,eeea7c01a12a8d7f,M2_vehicle_crossing,M4_cut_in,0.18788
8001dede9725b235,19847cdf4ebaa222,M2_vehicle_crossing,M3_vru_crossing,0.231154
8001dede9725b235,7ae4b0661a825cbe,M2_vehicle_crossing,M6_temp_occupancy,0.250756
8001dede9725b235,51288c5c978c52bb,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,15d59741943a4528,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,ab7b6b79b724bd2d,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,8e8850bd484b4c94,M2_vehicle_crossing,M3_vru_crossing,0.184255
8001dede9725b235,ba35d3e87e11a4f4,M2_vehicle_crossing,M5_merge,0.236012
8001dede9725b235,5457633fb7cfc786,M2_vehicle_crossing,M2_vehicle_crossing,0.2231
8001dede9725b235,ba2cae3b8abf2fb7,M2_vehicle_crossing,M1_lead_slow_stop,0.269859
8001dede9725b235,8f228d2e5a4fae1e,M2_vehicle_crossing,M1_lead_slow_stop,0.309761
8001dede9725b235,c1332ddc8f341b8c,M2_vehicle_crossing,M5_merge,0.196545
8001dede9725b235,cfc488d11f8a14ac,M2_vehicle_crossing,M3_vru_crossing,0.19437
8001dede9725b235,a530b3c1fbc880a3,M2_vehicle_crossing,M4_cut_in,0.226601
8001dede9725b235,68618d5784c03bfb,M2_vehicle_crossing,M3_vru_crossing,0.259227
8001dede9725b235,9c8c3c7431089e90,M2_vehicle_crossing,M4_cut_in,0.230055
8001dede9725b235,88ef797bb168ea3,M2_vehicle_crossing,M3_vru_crossing,0.243041
8001dede9725b235,4d99ac365cde07cb,M2_vehicle_crossing,M5_merge,0.186305
8001dede9725b235,c9b89aa89fab08d3,M2_vehicle_crossing,M4_cut_in,0.255467
8001dede9725b235,fa6889c637e04a42,M2_vehicle_crossing,M3_vru_crossing,0.249809
8001dede9725b235,c12a9f85df574fa5,M2_vehicle_crossing,M4_cut_in,0.244124
8001dede9725b235,363b09f9d01e1606,M2_vehicle_crossing,M5_merge,0.186305
8001dede9725b235,a955a67397678653,M2_vehicle_crossing,M2_vehicle_crossing,0.297171
8001dede9725b235,9f4270ce0aa3f8c3,M2_vehicle_crossing,M5_merge,0.195807
8001dede9725b235,534768c085f72923,M2_vehicle_crossing,M6_temp_occupancy,0.193597
8001dede9725b235,8e1563974ac020a1,M2_vehicle_crossing,M6_temp_occupancy,0.213893
8001dede9725b235,8bf5237dd38f68ae,M2_vehicle_crossing,M4_cut_in,0.219412
8001dede9725b235,41e5d0a14afc65fe,M2_vehicle_crossing,M5_merge,0.220212
8001dede9725b235,374f7f515942ce08,M2_vehicle_crossing,M2_vehicle_crossing,0.192068
8001dede9725b235,59a52add08359a02,M2_vehicle_crossing,M4_cut_in,0.162379
8001dede9725b235,d37498e9d40b6473,M2_vehicle_crossing,M1_lead_slow_stop,0.225494
8001dede9725b235,1b8e18bccbb016c7,M2_vehicle_crossing,M5_merge,0.133474
8001dede9725b235,ec1490e87d122e61,M2_vehicle_crossing,M4_cut_in,0.135579
8001dede9725b235,3a9e27b39d34f3ab,M2_vehicle_crossing,M4_cut_in,0.133474
8001dede9725b235,16423aee2f237dfd,M2_vehicle_crossing,M1_lead_slow_stop,0.280828
8001dede9725b235,454956d673501b9b,M2_vehicle_crossing,M3_vru_crossing,0.19877
8001dede9725b235,6dff8688d5814ff6,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,89242baa45d9460f,M2_vehicle_crossing,M6_temp_occupancy,0.235823
8001dede9725b235,b167788c995cb07,M2_vehicle_crossing,M3_vru_crossing,0.219595
8001dede9725b235,b8b3771d8b3a87bf,M2_vehicle_crossing,M2_vehicle_crossing,0.135694
8001dede9725b235,22b89ada4ddaaa3e,M2_vehicle_crossing,M5_merge,0.163223
8001dede9725b235,a3b3a764aab8ba8f,M2_vehicle_crossing,M1_lead_slow_stop,0.183324
8001dede9725b235,7b1f6d0bf6e2d1f6,M2_vehicle_crossing,M2_vehicle_crossing,0.30593
8001dede9725b235,3d5ea6d5d8caf0b0,M2_vehicle_crossing,M2_vehicle_crossing,0.140282
8001dede9725b235,582aae15098c3428,M2_vehicle_crossing,M2_vehicle_crossing,0.169123
8001dede9725b235,8f6532811f2857de,M2_vehicle_crossing,M4_cut_in,0.186305
8001dede9725b235,cc9c4cee498b7d33,M2_vehicle_crossing,M5_merge,0.376195
8001dede9725b235,d0e6cf812b2c3a6d,M2_vehicle_crossing,M1_lead_slow_stop,0.186305
8001dede9725b235,5e421c535134053,M2_vehicle_crossing,M3_vru_crossing,0.224698
8001dede9725b235,5e0002dca7244f07,M2_vehicle_crossing,M4_cut_in,0.121755
8001dede9725b235,a05540d6a0f4e3ab,M2_vehicle_crossing,M1_lead_slow_stop,0.256636
8001dede9725b235,7deccdd519c13352,M2_vehicle_crossing,M2_vehicle_crossing,0.207667
8001dede9725b235,d6619d51e2a9cb2e,M2_vehicle_crossing,M1_lead_slow_stop,0.200683
8001dede9725b235,b2893c00477b7f2e,M2_vehicle_crossing,M5_merge,0.153005
8001dede9725b235,8cb51d6f77603a9b,M2_vehicle_crossing,M5_merge,0.201202
8001dede9725b235,91d61b86be4e7b10,M2_vehicle_crossing,M2_vehicle_crossing,0.230843
8001dede9725b235,febc54f23fd786b7,M2_vehicle_crossing,M3_vru_crossing,0.275565
8001dede9725b235,887bd6aace8b75e9,M2_vehicle_crossing,M6_temp_occupancy,0.186645
8001dede9725b235,17c5c69ac611ac01,M2_vehicle_crossing,M6_temp_occupancy,0.193448
8001dede9725b235,98915e2ef682a0ad,M2_vehicle_crossing,M2_vehicle_crossing,0.21545
8001dede9725b235,179359c3a28d98bc,M2_vehicle_crossing,M4_cut_in,0.129568
8001dede9725b235,dc948f31a4fb002,M2_vehicle_crossing,M3_vru_crossing,0.223393
8001dede9725b235,6153a4f94f32296e,M2_vehicle_crossing,M3_vru_crossing,0.184255
8001dede9725b235,5b236b4877347d5e,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,443c9fa41bef7e1c,M2_vehicle_crossing,M6_temp_occupancy,0.186305
8001dede9725b235,dfce0c3d05c49289,M2_vehicle_crossing,M3_vru_crossing,0.217035
8001dede9725b235,7adf4f9685f36ea6,M2_vehicle_crossing,M5_merge,0.11842
8001dede9725b235,1262b0d5186912a9,M2_vehicle_crossing,M3_vru_crossing,0.253172
8001dede9725b235,d63e959605073881,M2_vehicle_crossing,M3_vru_crossing,0.207703
8001dede9725b235,ab90c99c62ce9388,M2_vehicle_crossing,M2_vehicle_crossing,0.175561
8001dede9725b235,18593071c0511bb8,M2_vehicle_crossing,M1_lead_slow_stop,0.207081
8001dede9725b235,4d6038940863ff85,M2_vehicle_crossing,M2_vehicle_crossing,0.255264
8001dede9725b235,5cc2e7d7cf13c9b5,M2_vehicle_crossing,M6_temp_occupancy,0.219412
8001dede9725b235,9bfc9cb152799616,M2_vehicle_crossing,M5_merge,0.194859
8001dede9725b235,d35138e6f57e58f,M2_vehicle_crossing,M6_temp_occupancy,0.215705
8001dede9725b235,152448f0895fcd4e,M2_vehicle_crossing,M2_vehicle_crossing,0.185341
8001dede9725b235,458477bad7645b27,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,ef0327f14ab3efa0,M2_vehicle_crossing,M3_vru_crossing,0.257975
8001dede9725b235,270199473a16315,M2_vehicle_crossing,M2_vehicle_crossing,0.233852
8001dede9725b235,79408bcec5803f6a,M2_vehicle_crossing,M5_merge,0.194103
8001dede9725b235,a4611e9f8d2c2d69,M2_vehicle_crossing,M5_merge,0.219412
8001dede9725b235,1784b3c9084080c2,M2_vehicle_crossing,M1_lead_slow_stop,0.281186
8001dede9725b235,320d7f0fddc558fb,M2_vehicle_crossing,M2_vehicle_crossing,0.217925
8001dede9725b235,8dfa61df6468c4b0,M2_vehicle_crossing,M3_vru_crossing,0.235037
8001dede9725b235,78b920001b48881d,M2_vehicle_crossing,M5_merge,0.187447
8001dede9725b235,aff1b25771a6b4e5,M2_vehicle_crossing,M1_lead_slow_stop,0.280459
8001dede9725b235,cce2b45ecc9a9a23,M2_vehicle_crossing,M1_lead_slow_stop,0.208671
8001dede9725b235,df2d9878b8d365d5,M2_vehicle_crossing,M4_cut_in,0.227367
8001dede9725b235,422031c4323005cb,M2_vehicle_crossing,M1_lead_slow_stop,0.202437
8001dede9725b235,95bc678c9f413f30,M2_vehicle_crossing,M6_temp_occupancy,0.266345
8001dede9725b235,12dc24d313153b64,M2_vehicle_crossing,M4_cut_in,0.05121
8001dede9725b235,90c39184af55bb7b,M2_vehicle_crossing,M3_vru_crossing,0.244252
8001dede9725b235,d257c85a10d5395,M2_vehicle_crossing,M3_vru_crossing,0.180739
8001dede9725b235,e03381a1e69875df,M2_vehicle_crossing,M5_merge,0.166774
8001dede9725b235,586f01a84f58f4ad,M2_vehicle_crossing,M3_vru_crossing,0.227999
8001dede9725b235,39bd73db0d742122,M2_vehicle_crossing,M5_merge,0.203145
8001dede9725b235,5d4586d493da8fa7,M2_vehicle_crossing,M2_vehicle_crossing,0.186305
8001dede9725b235,52a0f8dd9925ef2f,M2_vehicle_crossing,M5_merge,0.227661
8001dede9725b235,a77a96465790bde4,M2_vehicle_crossing,M3_vru_crossing,0.255785
8001dede9725b235,7c2ed9ab567e443f,M2_vehicle_crossing,M3_vru_crossing,0.219412
8001dede9725b235,bc30f1a4671b4030,M2_vehicle_crossing,M1_lead_slow_stop,0.186035
bfb4079c7ce63a40,83aaead1d047fcfd,M4_cut_in,M6_temp_occupancy,0.3125
bfb4079c7ce63a40,bdbf44d435f680cc,M4_cut_in,M3_vru_crossing,0.38724
bfb4079c7ce63a40,37579382cdbc7907,M4_cut_in,M3_vru_crossing,0.406598
bfb4079c7ce63a40,51aa6df10ffa1539,M4_cut_in,M4_cut_in,0.059163
bfb4079c7ce63a40,46ed0d7e95c06e9c,M4_cut_in,M3_vru_crossing,0.257661
bfb4079c7ce63a40,f7d61c994f5c773,M4_cut_in,M3_vru_crossing,0.080955
bfb4079c7ce63a40,3921421d5571f009,M4_cut_in,M6_temp_occupancy,0.083262
bfb4079c7ce63a40,89a5c1dd7b5e34e2,M4_cut_in,M1_lead_slow_stop,0.069569
bfb4079c7ce63a40,1a12220e6534c2e2,M4_cut_in,M5_merge,0.029448
bfb4079c7ce63a40,ca571aa786fe0edc,M4_cut_in,M3_vru_crossing,0.06354
bfb4079c7ce63a40,15dd8b00811682c6,M4_cut_in,M6_temp_occupancy,0.3125
bfb4079c7ce63a40,7f159fbdf79377cf,M4_cut_in,M4_cut_in,0.038725
bfb4079c7ce63a40,8387e91c8d9ef4e5,M4_cut_in,M1_lead_slow_stop,0.441578
bfb4079c7ce63a40,2d25cf74c78398d6,M4_cut_in,M1_lead_slow_stop,0.424937
bfb4079c7ce63a40,2a15bffe9d0283a6,M4_cut_in,M2_vehicle_crossing,0.081734
bfb4079c7ce63a40,567e972333c9f8d2,M4_cut_in,M2_vehicle_crossing,0.027344
bfb4079c7ce63a40,88d928bedcb34c09,M4_cut_in,M4_cut_in,0.45152
bfb4079c7ce63a40,5a375264f6e08467,M4_cut_in,M3_vru_crossing,0.378839
bfb4079c7ce63a40,17b25328341276d5,M4_cut_in,M5_merge,0.027604
bfb4079c7ce63a40,a9d519a871369ec9,M4_cut_in,M5_merge,0.027344
bfb4079c7ce63a40,79c076bb5b2087ca,M4_cut_in,M6_temp_occupancy,0.105469
bfb4079c7ce63a40,c66a695593bbb676,M4_cut_in,M3_vru_crossing,0.347348
bfb4079c7ce63a40,180ce0d9525fefad,M4_cut_in,M5_merge,0.115376
bfb4079c7ce63a40,a577bd257f31c6b3,M4_cut_in,M2_vehicle_crossing,0.3125
bfb4079c7ce63a40,ee8a56fbf694ea41,M4_cut_in,M4_cut_in,0.324322
bfb4079c7ce63a40,b917f507b35f5b17,M4_cut_in,M2_vehicle_crossing,0.180116
bfb4079c7ce63a40,e3b4e3f3a09617e4,M4_cut_in,M1_lead_slow_stop,0.157021
bfb4079c7ce63a40,daaefd02b2e087b4,M4_cut_in,M4_cut_in,0.015625
bfb4079c7ce63a40,11baee9e26708b28,M4_cut_in,M2_vehicle_crossing,0.157987
bfb4079c7ce63a40,6646d8a4c3d41f86,M4_cut_in,M5_merge,0.051316
bfb4079c7ce63a40,315116b299899d4c,M4_cut_in,M4_cut_in,0.31286
bfb4079c7ce63a40,d81ce363e8e76181,M4_cut_in,M5_merge,0.061033
bfb4079c7ce63a40,d3ccf3a60c94897b,M4_cut_in,M6_temp_occupancy,0.0
bfb4079c7ce63a40,e462adf60f7b5453,M4_cut_in,M4_cut_in,0.214844
bfb4079c7ce63a40,3392709446e04b2e,M4_cut_in,M3_vru_crossing,0.340734
bfb4079c7ce63a40,b44d525c54204290,M4_cut_in,M5_merge,0.269531
bfb4079c7ce63a40,c6229e407151955,M4_cut_in,M4_cut_in,0.3125
bfb4079c7ce63a40,335d32f832e5f076,M4_cut_in,M5_merge,0.049862
bfb4079c7ce63a40,d58bbf57267f9fab,M4_cut_in,M4_cut_in,0.349994
bfb4079c7ce63a40,6e1e3cbc291ef7,M4_cut_in,M1_lead_slow_stop,0.12924
bfb4079c7ce63a40,4a48386f6b1d24d5,M4_cut_in,M1_lead_slow_stop,0.425884
bfb4079c7ce63a40,c1a7220be20f184c,M4_cut_in,M2_vehicle_crossing,0.027344
bfb4079c7ce63a40,86ea7ff0250ae8b2,M4_cut_in,M6_temp_occupancy,0.3125
bfb4079c7ce63a40,3e5656d9a79ebc2d,M4_cut_in,M3_vru_crossing,0.0
bfb4079c7ce63a40,e9e36d08e891398b,M4_cut_in,M3_vru_crossing,0.363155
bfb4079c7ce63a40,f1eead8948b039b3,M4_cut_in,M1_lead_slow_stop,0.145593
bfb4079c7ce63a40,d27136ce55af0d05,M4_cut_in,M6_temp_occupancy,0.335089
bfb4079c7ce63a40,ada91b10b7953974,M4_cut_in,M3_vru_crossing,0.322129
bfb4079c7ce63a40,c36348cd92f7095b,M4_cut_in,M1_lead_slow_stop,0.423136
bfb4079c7ce63a40,63418b1539331901,M4_cut_in,M5_merge,0.221198
bfb4079c7ce63a40,f432b7291cdb4115,M4_cut_in,M4_cut_in,0.031461
bfb4079c7ce63a40,ef74ec33e9f467eb,M4_cut_in,M3_vru_crossing,0.376989
bfb4079c7ce63a40,68d9bc6afeb45562,M4_cut_in,M2_vehicle_crossing,0.408103
bfb4079c7ce63a40,3b2734e62ea77e0b,M4_cut_in,M2_vehicle_crossing,0.276805
bfb4079c7ce63a40,4c66a1ff494d0326,M4_cut_in,M5_merge,0.190166
bfb4079c7ce63a40,5c667f775158d5c6,M4_cut_in,M3_vru_crossing,0.340813
bfb4079c7ce63a40,7f65791db2146b65,M4_cut_in,M3_vru_crossing,0.164062
bfb4079c7ce63a40,44b68799dbb7da70,M4_cut_in,M6_temp_occupancy,0.245743
bfb4079c7ce63a40,1a7ff74577475c4a,M4_cut_in,M3_vru_crossing,0.130464
bfb4079c7ce63a40,1fb56b3dc02f219,M4_cut_in,M5_merge,0.043715
bfb4079c7ce63a40,8f0d6e6621ba2e93,M4_cut_in,M1_lead_slow_stop,0.38266
bfb4079c7ce63a40,f31626a269c44694,M4_cut_in,M6_temp_occupancy,0.187659
bfb4079c7ce63a40,7cbf0e765fca9e76,M4_cut_in,M5_merge,0.027344
bfb4079c7ce63a40,476bce23b3e638d5,M4_cut_in,M2_vehicle_crossing,0.226428
bfb4079c7ce63a40,51d387a7e090adc5,M4_cut_in,M3_vru_crossing,0.105848
bfb4079c7ce63a40,7ec53982d954fb89,M4_cut_in,M6_temp_occupancy,0.003531
bfb4079c7ce63a40,f5cf95b720b572f9,M4_cut_in,M6_temp_occupancy,0.122567
bfb4079c7ce63a40,28db5dc9611a9081,M4_cut_in,M5_merge,0.027344
bfb4079c7ce63a40,70dffe26f853a7ef,M4_cut_in,M2_vehicle_crossing,0.103989
bfb4079c7ce63a40,df4c6fa6c765ec1b,M4_cut_in,M3_vru_crossing,0.371689
bfb4079c7ce63a40,56b1e8aced6c7bc0,M4_cut_in,M3_vru_crossing,0.518882
bfb4079c7ce63a40,f8c0a8cecce3a643,M4_cut_in,M3_vru_crossing,0.277344
bfb4079c7ce63a40,48f93b86942dfe7c,M4_cut_in,M6_temp_occupancy,0.027344
bfb4079c7ce63a40,16204a7755094bb7,M4_cut_in,M6_temp_occupancy,0.105469
bfb4079c7ce63a40,8589a58aaa319e10,M4_cut_in,M6_temp_occupancy,0.105469
bfb4079c7ce63a40,5ca43a44c81a6987,M4_cut_in,M3_vru_crossing,0.027344
