scenario_id,file,primary_mechanism,auxiliary,lane_width,ego_speed,evidence
675099d84cf0212,675099d84cf0212.json,M4_cut_in,M5_merge;M4_cut_in,3.597,1.02,"{""M5"": [-8.0, 34.86], ""M4"": [14.82]}"
ee8a56fbf694ea41,ee8a56fbf694ea41.json,M4_cut_in,M4_cut_in,3.464,0.0,"{""M4"": [35.8]}"
c12a9f85df574fa5,c12a9f85df574fa5.json,M4_cut_in,M4_cut_in,3.574,0.0,"{""M4"": [5.3]}"
daaefd02b2e087b4,daaefd02b2e087b4.json,M4_cut_in,M6_temp_occupancy;M4_cut_in,3.849,0.9,"{""M6"": 50.69, ""M4"": [-41.82]}"
b51cd423385fd8c3,b51cd423385fd8c3.json,M4_cut_in,M5_merge;M4_cut_in,3.11,17.42,"{""M5"": [-27.75, 105.43], ""M4"": [2.86]}"
58d55d4e683aa30c,58d55d4e683aa30c.json,M4_cut_in,M6_temp_occupancy;M4_cut_in,3.626,0.0,"{""M6"": -3.37, ""M4"": [-7.74]}"
cddd2f9c18dc2a3b,cddd2f9c18dc2a3b.json,M4_cut_in,M4_cut_in;M5_merge,2.884,17.82,"{""M4"": [3.31], ""M5"": [-12.93, 144.67]}"
51aa6df10ffa1539,51aa6df10ffa1539.json,M4_cut_in,M4_cut_in,4.098,4.72,"{""M4"": [6.39]}"
5e0002dca7244f07,5e0002dca7244f07.json,M4_cut_in,M4_cut_in;M5_merge,2.995,15.68,"{""M4"": [-3.47], ""M5"": [-9.61, 171.48]}"
47b9320b31ab33ac,47b9320b31ab33ac.json,M4_cut_in,M6_temp_occupancy;M4_cut_in,3.628,12.27,"{""M6"": 26.9, ""M4"": [10.12]}"
e81d8e76f45369fd,e81d8e76f45369fd.json,M4_cut_in,M4_cut_in;M5_merge,3.129,18.59,"{""M4"": [-3.5], ""M5"": [-36.6, 102.35]}"
59a52add08359a02,59a52add08359a02.json,M4_cut_in,M5_merge;M6_temp_occupancy;M4_cut_in,3.664,11.24,"{""M5"": [-25.94, 58.5], ""M6"": -2.12, ""M4"": [-9.36]}"
cfc120339602119,cfc120339602119.json,M4_cut_in,M4_cut_in,3.451,0.0,"{""M4"": [21.6]}"
aab6b95a0fb95b9f,aab6b95a0fb95b9f.json,M4_cut_in,M4_cut_in;M5_merge,3.076,17.34,"{""M4"": [3.37], ""M5"": [-64.95, 33.66]}"
624d07c6cf70dc90,624d07c6cf70dc90.json,M4_cut_in,M4_cut_in;M5_merge,3.302,27.4,"{""M4"": [-3.57], ""M5"": [-42.5, 178.04]}"
5a21770f51a706ec,5a21770f51a706ec.json,M4_cut_in,M4_cut_in,4.074,3.52,"{""M4"": [-33.1]}"
8bf5237dd38f68ae,8bf5237dd38f68ae.json,M4_cut_in,M4_cut_in,3.4,0.0,"{""M4"": [-17.53]}"
db2d22849b9faaeb,db2d22849b9faaeb.json,M4_cut_in,M4_cut_in;M5_merge,2.876,15.63,"{""M4"": [2.62], ""M5"": [-25.68, 93.26]}"
9f2afbd2995369db,9f2afbd2995369db.json,M4_cut_in,M4_cut_in;M5_merge,2.803,1.3,"{""M4"": [3.22], ""M5"": [-12.12, 17.17]}"
3a9e27b39d34f3ab,3a9e27b39d34f3ab.json,M4_cut_in,M5_merge;M4_cut_in,3.587,16.8,"{""M5"": [-49.08, 89.04], ""M4"": [-3.98]}"
7adf4f9685f36ea6,7adf4f9685f36ea6.json,M5_merge,M5_merge;M6_temp_occupancy,2.277,8.24,"{""M5"": [-21.94, 40.46], ""M6"": 7.34}"
4c876e42879d5527,4c876e42879d5527.json,M5_merge,M5_merge,3.291,0.0,"{""M5"": [-6.65, 13.26]}"
28db5dc9611a9081,28db5dc9611a9081.json,M5_merge,M5_merge,3.276,13.75,"{""M5"": [-25.6, 50.44]}"
555d8f939efafbb,555d8f939efafbb.json,M5_merge,M5_merge,3.268,5.64,"{""M5"": [-32.51, 22.17]}"
b4593a7849572046,b4593a7849572046.json,M5_merge,M5_merge,3.604,7.0,"{""M5"": [-19.17, 44.68]}"
a3a693cb9130f131,a3a693cb9130f131.json,M5_merge,M5_merge,3.654,2.05,"{""M5"": [-20.45, 22.01]}"
b2893c00477b7f2e,b2893c00477b7f2e.json,M5_merge,M5_merge,3.278,11.33,"{""M5"": [-36.23, 77.99]}"
1769632bbd68d1c1,1769632bbd68d1c1.json,M5_merge,M5_merge,2.695,20.11,"{""M5"": [-42.71, 125.62]}"
cdbe6aeb876ca6f8,cdbe6aeb876ca6f8.json,M5_merge,M5_merge,3.88,18.02,"{""M5"": [-41.21, 77.36]}"
7bfe72a95b111c3d,7bfe72a95b111c3d.json,M5_merge,M5_merge;M6_temp_occupancy,3.537,13.54,"{""M5"": [-35.23, 63.53], ""M6"": -4.38}"
e73bfd50912a81c2,e73bfd50912a81c2.json,M5_merge,M5_merge,3.221,17.57,"{""M5"": [-39.07, 95.8]}"
79408bcec5803f6a,79408bcec5803f6a.json,M5_merge,M5_merge,2.736,15.42,"{""M5"": [-58.28, 73.4]}"
8cb51d6f77603a9b,8cb51d6f77603a9b.json,M5_merge,M5_merge;M6_temp_occupancy,3.127,4.88,"{""M5"": [-14.99, 24.83], ""M6"": -3.04}"
ba35d3e87e11a4f4,ba35d3e87e11a4f4.json,M5_merge,M5_merge,3.433,1.51,"{""M5"": [-73.79, 26.23]}"
15ab99b9c601cdbb,15ab99b9c601cdbb.json,M5_merge,M5_merge,3.667,4.3,"{""M5"": [-22.06, 13.32]}"
d7d4b8d47a368383,d7d4b8d47a368383.json,M5_merge,M5_merge,3.089,1.17,"{""M5"": [-22.5, 17.35]}"
a568f52e21a784d9,a568f52e21a784d9.json,M5_merge,M6_temp_occupancy;M5_merge,3.435,20.18,"{""M6"": 4.33, ""M5"": [-72.43, 97.23]}"
a4611e9f8d2c2d69,a4611e9f8d2c2d69.json,M5_merge,M5_merge,3.629,0.0,"{""M5"": [-10.31, 26.74]}"
ebecaff060dfaf5,ebecaff060dfaf5.json,M5_merge,M5_merge,3.152,14.24,"{""M5"": [-63.08, 67.88]}"
1fb56b3dc02f219,1fb56b3dc02f219.json,M5_merge,M5_merge;M6_temp_occupancy,3.313,16.24,"{""M5"": [-24.78, 108.16], ""M6"": -5.7}"
22b89ada4ddaaa3e,22b89ada4ddaaa3e.json,M5_merge,M5_merge,3.237,2.85,"{""M5"": [-10.39, 37.1]}"
338402ef9081de8e,338402ef9081de8e.json,M5_merge,M5_merge,3.669,1.85,"{""M5"": [-11.14, 39.29]}"
c1e9a535b80c7600,c1e9a535b80c7600.json,M5_merge,M5_merge,3.42,0.0,"{""M5"": [-26.49, 13.86]}"
8cc939e8a0e6cf,8cc939e8a0e6cf.json,M5_merge,M5_merge;M6_temp_occupancy,3.7,10.08,"{""M5"": [-62.33, 31.15], ""M6"": 11.12}"
d81ce363e8e76181,d81ce363e8e76181.json,M5_merge,M5_merge,3.327,18.29,"{""M5"": [-33.28, 123.91]}"
39e70c8ed6235491,39e70c8ed6235491.json,M5_merge,M5_merge,2.911,18.97,"{""M5"": [-64.09, 64.37]}"
eb1cfd2cec3f1bb4,eb1cfd2cec3f1bb4.json,M5_merge,M5_merge,3.742,11.24,"{""M5"": [-23.11, 78.52]}"
a5cd3520be00add9,a5cd3520be00add9.json,M5_merge,M5_merge,4.167,4.69,"{""M5"": [-19.5, 15.99]}"
ef15a936dcbdae22,ef15a936dcbdae22.json,M5_merge,M5_merge,4.829,10.44,"{""M5"": [-16.95, 87.39]}"
4d99ac365cde07cb,4d99ac365cde07cb.json,M5_merge,M5_merge,1.232,10.02,"{""M5"": [-42.94, 54.93]}"
22ea9b030d395c39,22ea9b030d395c39.json,M5_merge,M5_merge,3.932,20.1,"{""M5"": [-40.78, 121.27]}"
a26d48ddce5f4f47,a26d48ddce5f4f47.json,M5_merge,M5_merge,3.683,19.88,"{""M5"": [-31.79, 108.82]}"
3523d1b97fde5dd7,3523d1b97fde5dd7.json,M5_merge,M5_merge,3.328,16.71,"{""M5"": [-49.58, 69.89]}"
363b09f9d01e1606,363b09f9d01e1606.json,M5_merge,M5_merge,3.065,6.12,"{""M5"": [-17.89, 52.02]}"
ee768f89b03a5398,ee768f89b03a5398.json,M5_merge,M5_merge,3.464,20.18,"{""M5"": [-40.81, 112.44]}"
2657143ee43948be,2657143ee43948be.json,M5_merge,M5_merge,3.141,7.83,"{""M5"": [-60.75, 13.84]}"
6d8c999df123683e,6d8c999df123683e.json,M5_merge,M5_merge,3.328,0.0,"{""M5"": [-7.81, 13.75]}"
a22e67eb167f1d0f,a22e67eb167f1d0f.json,M5_merge,M5_merge,2.799,5.1,"{""M5"": [-15.21, 43.63]}"
b44d525c54204290,b44d525c54204290.json,M5_merge,M5_merge,3.945,14.61,"{""M5"": [-30.13, 81.42]}"
4c66a1ff494d0326,4c66a1ff494d0326.json,M5_merge,M5_merge,3.666,8.73,"{""M5"": [-14.93, 100.4]}"
a33abe19dd2ad254,a33abe19dd2ad254.json,M5_merge,M5_merge,3.462,15.68,"{""M5"": [-75.74, 79.61]}"
39bd73db0d742122,39bd73db0d742122.json,M5_merge,M5_merge,3.313,20.16,"{""M5"": [-29.1, 94.57]}"
e8f0bb32d5de2d24,e8f0bb32d5de2d24.json,M5_merge,M5_merge,3.237,4.02,"{""M5"": [-13.24, 20.39]}"
c710955bf6df9bd6,c710955bf6df9bd6.json,M5_merge,M5_merge,3.267,11.07,"{""M5"": [-48.7, 26.97]}"
c5f7559ce637d158,c5f7559ce637d158.json,M5_merge,M5_merge,3.273,0.0,"{""M5"": [-9.63, 15.03]}"
9f4270ce0aa3f8c3,9f4270ce0aa3f8c3.json,M5_merge,M5_merge,4.072,14.93,"{""M5"": [-29.3, 51.46]}"
793ca3974b95f19e,793ca3974b95f19e.json,M5_merge,M5_merge,2.789,11.94,"{""M5"": [-30.29, 70.88]}"
41e5d0a14afc65fe,41e5d0a14afc65fe.json,M5_merge,M5_merge,3.603,5.06,"{""M5"": [-34.46, 12.81]}"
7cbf0e765fca9e76,7cbf0e765fca9e76.json,M5_merge,M5_merge,3.332,12.29,"{""M5"": [-58.48, 45.52]}"
180ce0d9525fefad,180ce0d9525fefad.json,M5_merge,M5_merge,3.095,4.8,"{""M5"": [-22.29, 60.31]}"
5c7ecedbcbb18b21,5c7ecedbcbb18b21.json,M5_merge,M5_merge,3.606,23.64,"{""M5"": [-33.72, 156.03]}"
eb6df0134d7ac47f,eb6df0134d7ac47f.json,M5_merge,M5_merge,2.222,13.83,"{""M5"": [-44.35, 60.22]}"
335d32f832e5f076,335d32f832e5f076.json,M5_merge,M5_merge,3.145,17.84,"{""M5"": [-41.77, 99.26]}"
d1005ff0ae21f95d,d1005ff0ae21f95d.json,M5_merge,M6_temp_occupancy;M5_merge,3.033,1.46,"{""M6"": 12.09, ""M5"": [-10.7, 4.86]}"
e03381a1e69875df,e03381a1e69875df.json,M5_merge,M5_merge;M6_temp_occupancy,3.509,13.94,"{""M5"": [-36.14, 67.05], ""M6"": -4.03}"
a9d519a871369ec9,a9d519a871369ec9.json,M5_merge,M5_merge,3.512,1.07,"{""M5"": [-7.84, 26.22]}"
32e165cf3f26d718,32e165cf3f26d718.json,M5_merge,M5_merge,3.19,16.89,"{""M5"": [-59.64, 80.94]}"
78b920001b48881d,78b920001b48881d.json,M5_merge,M5_merge,3.371,20.05,"{""M5"": [-20.71, 111.0]}"
b1dab228a8902a1a,b1dab228a8902a1a.json,M5_merge,M5_merge,3.742,2.93,"{""M5"": [-9.76, 11.85]}"
1a12220e6534c2e2,1a12220e6534c2e2.json,M5_merge,M5_merge,2.871,8.68,"{""M5"": [-31.65, 47.51]}"
b080b8a75de6f465,b080b8a75de6f465.json,M5_merge,M5_merge,3.25,18.44,"{""M5"": [-36.18, 99.36]}"
e43d8ba5feec2f4c,e43d8ba5feec2f4c.json,M5_merge,M5_merge,3.869,0.36,"{""M5"": [-20.61, 31.14]}"
2f062e60ee68c1a5,2f062e60ee68c1a5.json,M5_merge,M5_merge,3.285,20.2,"{""M5"": [-43.87, 124.32]}"
865973078bb706b1,865973078bb706b1.json,M5_merge,M5_merge,3.376,0.0,"{""M5"": [-9.3, 14.52]}"
63418b1539331901,63418b1539331901.json,M5_merge,M5_merge;M6_temp_occupancy,3.511,14.63,"{""M5"": [-34.8, 95.74], ""M6"": -3.99}"
d709fe4d4c483cf2,d709fe4d4c483cf2.json,M5_merge,M5_merge,4.996,3.97,"{""M5"": [-18.02, 13.08]}"
7ea9286f24b35ce,7ea9286f24b35ce.json,M5_merge,M5_merge,3.29,19.65,"{""M5"": [-39.93, 115.68]}"
1b8e18bccbb016c7,1b8e18bccbb016c7.json,M5_merge,M5_merge,3.47,14.04,"{""M5"": [-59.31, 56.16]}"
6e1eda0e7ef91e27,6e1eda0e7ef91e27.json,M5_merge,M5_merge,2.781,15.64,"{""M5"": [-29.83, 103.41]}"
c1332ddc8f341b8c,c1332ddc8f341b8c.json,M5_merge,M5_merge,3.546,6.1,"{""M5"": [-28.49, 27.1]}"
12b591f1cf3a512f,12b591f1cf3a512f.json,M5_merge,M5_merge,3.126,0.0,"{""M5"": [-9.01, 13.06]}"
f36d556878508d27,f36d556878508d27.json,M5_merge,M5_merge,3.203,14.44,"{""M5"": [-22.1, 106.72]}"
17b25328341276d5,17b25328341276d5.json,M5_merge,M5_merge,4.06,13.67,"{""M5"": [-27.31, 92.02]}"
9bfc9cb152799616,9bfc9cb152799616.json,M5_merge,M5_merge,2.701,15.68,"{""M5"": [-21.6, 104.48]}"
52a0f8dd9925ef2f,52a0f8dd9925ef2f.json,M5_merge,M5_merge,3.591,19.66,"{""M5"": [-21.0, 131.38]}"
205b9be4bd273c8,205b9be4bd273c8.json,M5_merge,M5_merge,3.603,4.31,"{""M5"": [-23.33, 21.44]}"
cc9c4cee498b7d33,cc9c4cee498b7d33.json,M5_merge,M6_temp_occupancy;M5_merge,3.815,2.76,"{""M6"": -3.8, ""M5"": [-69.11, 11.09]}"
6646d8a4c3d41f86,6646d8a4c3d41f86.json,M5_merge,M5_merge,3.62,5.32,"{""M5"": [-21.95, 32.02]}"
31ae19fdb4f075ba,31ae19fdb4f075ba.json,M5_merge,M5_merge,3.425,20.05,"{""M5"": [-57.15, 111.44]}"
5f9a42f8298a9eea,5f9a42f8298a9eea.json,M5_merge,M5_merge,3.358,10.67,"{""M5"": [-42.24, 52.85]}"
d3ccf3a60c94897b,d3ccf3a60c94897b.json,M6_temp_occupancy,M6_temp_occupancy,3.649,0.0,"{""M6"": 11.0}"
86ea7ff0250ae8b2,86ea7ff0250ae8b2.json,M6_temp_occupancy,M6_temp_occupancy,3.109,0.0,"{""M6"": 30.35}"
7ae4b0661a825cbe,7ae4b0661a825cbe.json,M6_temp_occupancy,M6_temp_occupancy,3.166,0.0,"{""M6"": -3.58}"
8589a58aaa319e10,8589a58aaa319e10.json,M6_temp_occupancy,M6_temp_occupancy,3.379,4.28,"{""M6"": 3.7}"
53aaa12123cda64d,53aaa12123cda64d.json,M6_temp_occupancy,M6_temp_occupancy,2.675,0.0,"{""M6"": 3.2}"
17c5c69ac611ac01,17c5c69ac611ac01.json,M6_temp_occupancy,M6_temp_occupancy,3.494,1.58,"{""M6"": 12.41}"
3418ee634f3920df,3418ee634f3920df.json,M6_temp_occupancy,M6_temp_occupancy,3.425,0.0,"{""M6"": 72.64}"
19d0df1d5bb64120,19d0df1d5bb64120.json,M6_temp_occupancy,M6_temp_occupancy,3.33,5.44,"{""M6"": 3.84}"
bd7976b23815850c,bd7976b23815850c.json,M6_temp_occupancy,M6_temp_occupancy,3.407,17.07,"{""M6"": 3.04}"
95bc678c9f413f30,95bc678c9f413f30.json,M6_temp_occupancy,M6_temp_occupancy,3.695,14.04,"{""M6"": -3.01}"
7ec53982d954fb89,7ec53982d954fb89.json,M6_temp_occupancy,M6_temp_occupancy,4.347,0.0,"{""M6"": 58.81}"
b8108d7a8e6d9b0f,b8108d7a8e6d9b0f.json,M6_temp_occupancy,M6_temp_occupancy,3.4,1.92,"{""M6"": 20.23}"
33baa7bec0df48e6,33baa7bec0df48e6.json,M6_temp_occupancy,M6_temp_occupancy,3.439,7.65,"{""M6"": -13.97}"
702634b51c1ddcf5,702634b51c1ddcf5.json,M6_temp_occupancy,M6_temp_occupancy,3.328,0.0,"{""M6"": 69.6}"
f804b2352d0791d2,f804b2352d0791d2.json,M6_temp_occupancy,M6_temp_occupancy,2.776,4.02,"{""M6"": 13.96}"
1b7882c46e1bb5be,1b7882c46e1bb5be.json,M6_temp_occupancy,M6_temp_occupancy,3.327,0.0,"{""M6"": 5.52}"
83aaead1d047fcfd,83aaead1d047fcfd.json,M6_temp_occupancy,M6_temp_occupancy,4.702,0.3,"{""M6"": -54.41}"
4f663890025eab46,4f663890025eab46.json,M6_temp_occupancy,M6_temp_occupancy,1.132,2.21,"{""M6"": -12.48}"
887bd6aace8b75e9,887bd6aace8b75e9.json,M6_temp_occupancy,M6_temp_occupancy,3.664,4.35,"{""M6"": 3.48}"
d27136ce55af0d05,d27136ce55af0d05.json,M6_temp_occupancy,M6_temp_occupancy,2.592,1.37,"{""M6"": 3.54}"
fb142b6dfa344e7d,fb142b6dfa344e7d.json,M6_temp_occupancy,M6_temp_occupancy,3.456,0.0,"{""M6"": 66.96}"
d24010aa6888e4e5,d24010aa6888e4e5.json,M6_temp_occupancy,M6_temp_occupancy,3.712,0.0,"{""M6"": -6.5}"
c3c8dba7b2fac99b,c3c8dba7b2fac99b.json,M6_temp_occupancy,M6_temp_occupancy,3.263,0.0,"{""M6"": 67.74}"
6c50f7bf6b8d17ee,6c50f7bf6b8d17ee.json,M6_temp_occupancy,M6_temp_occupancy,4.318,0.0,"{""M6"": 46.22}"
d864c4fbd40d6060,d864c4fbd40d6060.json,M6_temp_occupancy,M6_temp_occupancy,3.279,1.94,"{""M6"": -14.59}"
8e1563974ac020a1,8e1563974ac020a1.json,M6_temp_occupancy,M6_temp_occupancy,3.124,0.0,"{""M6"": 58.38}"
3c63c09d67c69f10,3c63c09d67c69f10.json,M6_temp_occupancy,M6_temp_occupancy,3.306,0.0,"{""M6"": 12.36}"
443c9fa41bef7e1c,443c9fa41bef7e1c.json,M6_temp_occupancy,M6_temp_occupancy,1.747,1.21,"{""M6"": -9.83}"
e4248acdea6c8a04,e4248acdea6c8a04.json,M6_temp_occupancy,M6_temp_occupancy,2.734,14.4,"{""M6"": 25.79}"
d35138e6f57e58f,d35138e6f57e58f.json,M6_temp_occupancy,M6_temp_occupancy,3.711,13.45,"{""M6"": -4.81}"
be42918ebd3fa0f0,be42918ebd3fa0f0.json,M6_temp_occupancy,M6_temp_occupancy,3.995,1.57,"{""M6"": 31.1}"
3f555b82bde102fc,3f555b82bde102fc.json,M6_temp_occupancy,M6_temp_occupancy,4.702,1.17,"{""M6"": 4.0}"
6dff8688d5814ff6,6dff8688d5814ff6.json,M6_temp_occupancy,M6_temp_occupancy,5.616,3.98,"{""M6"": 11.16}"
f5cf95b720b572f9,f5cf95b720b572f9.json,M6_temp_occupancy,M6_temp_occupancy,3.432,1.66,"{""M6"": 55.0}"
ec7f75c46b30a664,ec7f75c46b30a664.json,M6_temp_occupancy,M6_temp_occupancy,3.325,0.0,"{""M6"": 72.9}"
e17b50b6b8aba55b,e17b50b6b8aba55b.json,M6_temp_occupancy,M6_temp_occupancy,2.715,0.0,"{""M6"": 20.87}"
124d7f59135f20a5,124d7f59135f20a5.json,M6_temp_occupancy,M6_temp_occupancy,3.338,15.67,"{""M6"": -3.92}"
20d86c79c5b93eee,20d86c79c5b93eee.json,M6_temp_occupancy,M6_temp_occupancy,3.308,0.58,"{""M6"": 65.14}"
15dd8b00811682c6,15dd8b00811682c6.json,M6_temp_occupancy,M6_temp_occupancy,3.813,0.0,"{""M6"": 45.14}"
e53427e70b8b956d,e53427e70b8b956d.json,M6_temp_occupancy,M6_temp_occupancy,3.285,0.4,"{""M6"": -69.8}"
f31626a269c44694,f31626a269c44694.json,M6_temp_occupancy,M6_temp_occupancy,3.641,0.0,"{""M6"": 17.7}"
3c878000bc5ecd2e,3c878000bc5ecd2e.json,M6_temp_occupancy,M6_temp_occupancy,3.653,0.48,"{""M6"": 71.96}"
c7a26ee2a91219bc,c7a26ee2a91219bc.json,M6_temp_occupancy,M6_temp_occupancy,3.606,0.0,"{""M6"": 18.52}"
16204a7755094bb7,16204a7755094bb7.json,M6_temp_occupancy,M6_temp_occupancy,3.151,7.21,"{""M6"": -4.34}"
ed7deb8d2dee3b52,ed7deb8d2dee3b52.json,M6_temp_occupancy,M6_temp_occupancy,3.077,14.45,"{""M6"": 4.23}"
cd10d9c4e582dce2,cd10d9c4e582dce2.json,M6_temp_occupancy,M6_temp_occupancy,2.75,4.97,"{""M6"": -3.38}"
73806f84d0434ef3,73806f84d0434ef3.json,M6_temp_occupancy,M6_temp_occupancy,2.679,10.67,"{""M6"": 3.15}"
563d70d87bbc465b,563d70d87bbc465b.json,M6_temp_occupancy,M6_temp_occupancy,3.334,3.4,"{""M6"": -66.26}"
cfa9e536755eaf1d,cfa9e536755eaf1d.json,M6_temp_occupancy,M6_temp_occupancy,3.351,0.0,"{""M6"": 4.49}"
7e92290bd886d936,7e92290bd886d936.json,M6_temp_occupancy,M6_temp_occupancy,3.351,0.0,"{""M6"": 46.13}"
3921421d5571f009,3921421d5571f009.json,M6_temp_occupancy,M6_temp_occupancy,3.311,0.0,"{""M6"": -70.88}"
2e10359a52c4c299,2e10359a52c4c299.json,M6_temp_occupancy,M6_temp_occupancy,3.081,5.4,"{""M6"": 19.68}"
be509a6ffaaa9637,be509a6ffaaa9637.json,M6_temp_occupancy,M6_temp_occupancy,3.291,0.0,"{""M6"": 10.18}"
b96922fb23927f9f,b96922fb23927f9f.json,M6_temp_occupancy,M6_temp_occupancy,3.059,10.37,"{""M6"": 3.97}"
3c0d54fef36f68c3,3c0d54fef36f68c3.json,M6_temp_occupancy,M6_temp_occupancy,3.343,0.0,"{""M6"": 42.65}"
44b68799dbb7da70,44b68799dbb7da70.json,M6_temp_occupancy,M6_temp_occupancy,5.066,6.93,"{""M6"": 34.39}"
190944907e8617c0,190944907e8617c0.json,M6_temp_occupancy,M6_temp_occupancy,3.526,3.79,"{""M6"": 52.26}"
5cc2e7d7cf13c9b5,5cc2e7d7cf13c9b5.json,M6_temp_occupancy,M6_temp_occupancy,3.213,0.0,"{""M6"": 70.61}"
5f76aca0e8d6d060,5f76aca0e8d6d060.json,M6_temp_occupancy,M6_temp_occupancy,3.385,0.0,"{""M6"": 64.82}"
eaddb9cfd4bdee3,eaddb9cfd4bdee3.json,M6_temp_occupancy,M6_temp_occupancy,2.302,7.92,"{""M6"": -4.59}"
3a05a500c09f362,3a05a500c09f362.json,M6_temp_occupancy,M6_temp_occupancy,3.357,10.85,"{""M6"": 10.53}"
834851971ef51d60,834851971ef51d60.json,M6_temp_occupancy,M6_temp_occupancy,3.369,1.06,"{""M6"": 30.28}"
82db149ce5803678,82db149ce5803678.json,M6_temp_occupancy,M6_temp_occupancy,4.159,0.0,"{""M6"": 10.04}"
2533b9fed1fde2ca,2533b9fed1fde2ca.json,M6_temp_occupancy,M6_temp_occupancy,3.139,0.0,"{""M6"": 56.0}"
a0ba5287bfa5fa01,a0ba5287bfa5fa01.json,M6_temp_occupancy,M6_temp_occupancy,3.736,3.1,"{""M6"": -76.47}"
709b4273b440d9df,709b4273b440d9df.json,M6_temp_occupancy,M6_temp_occupancy,2.951,17.89,"{""M6"": -4.3}"
f4f8114477b9d87,f4f8114477b9d87.json,M6_temp_occupancy,M6_temp_occupancy,4.029,0.85,"{""M6"": 56.39}"
53523986d5d038fe,53523986d5d038fe.json,M6_temp_occupancy,M6_temp_occupancy,3.391,11.07,"{""M6"": 30.55}"
89242baa45d9460f,89242baa45d9460f.json,M6_temp_occupancy,M6_temp_occupancy,3.991,0.0,"{""M6"": 66.16}"
534768c085f72923,534768c085f72923.json,M6_temp_occupancy,M6_temp_occupancy,3.074,0.0,"{""M6"": 68.2}"
79c076bb5b2087ca,79c076bb5b2087ca.json,M6_temp_occupancy,M6_temp_occupancy,3.193,0.0,"{""M6"": 69.41}"
b1e5c3613f253cd6,b1e5c3613f253cd6.json,M6_temp_occupancy,M6_temp_occupancy,3.389,0.0,"{""M6"": 22.15}"
964835b104e546b7,964835b104e546b7.json,M6_temp_occupancy,M6_temp_occupancy,2.855,0.0,"{""M6"": 48.05}"
5618d078fc67e99f,5618d078fc67e99f.json,M6_temp_occupancy,M6_temp_occupancy,3.038,0.0,"{""M6"": 70.78}"
51288c5c978c52bb,51288c5c978c52bb.json,M6_temp_occupancy,M6_temp_occupancy,3.331,7.17,"{""M6"": -19.29}"
48f93b86942dfe7c,48f93b86942dfe7c.json,M6_temp_occupancy,M6_temp_occupancy,3.175,8.4,"{""M6"": -56.47}"
8468181412d01e3,8468181412d01e3.json,M6_temp_occupancy,M6_temp_occupancy,2.905,3.42,"{""M6"": -75.2}"
5fbe9ec16c1da7,5fbe9ec16c1da7.json,M6_temp_occupancy,M6_temp_occupancy,3.766,14.94,"{""M6"": 6.95}"
d1c30693ca04bbf4,d1c30693ca04bbf4.json,M6_temp_occupancy,M6_temp_occupancy,2.992,0.0,"{""M6"": 3.44}"
d70bd171d452a911,d70bd171d452a911.json,M6_temp_occupancy,M6_temp_occupancy,3.405,0.0,"{""M6"": 48.92}"
