file,scenario_id,ego_speed,primary_mechanism,auxiliary_mechanism_tags,n_actors,evidence
tfrecord-00102-of-01000_151.json,361f01357f92e41,1.61,M4_cut_in,M4_cut_in,38,"{""M4"": {""lat0"": -4.79, ""lat_min"": 0.75}}"
tfrecord-00388-of-01000_260.json,2ece86a48d769910,1.55,M0_none,,27,{}
tfrecord-00382-of-01000_196.json,8b3a68930883eead,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,63,"{""M1"": {""min_spd"": 0.04, ""dspd"": -0.42}, ""M5"": {""lon0"": -21.28, ""lon_end"": 28.78}}"
tfrecord-00040-of-01000_121.json,f6cb4a5f64e8d9b1,3.56,M5_merge,M5_merge,83,"{""M5"": {""lon0"": -54.14, ""lon_end"": 12.53}}"
tfrecord-00337-of-01000_327.json,60a9c70ccf637984,10.17,M5_merge,M5_merge;M6_temp_occupancy,84,"{""M5"": {""lon0"": -13.42, ""lon_end"": 29.3}, ""M6"": {""lat_end"": 16.85}}"
tfrecord-00059-of-01000_257.json,24ad440c88661368,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M2_vehicle_crossing;M4_cut_in;M5_merge;M3_vru_crossing,35,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M2"": {""lat_span"": 12.96}, ""M4"": {""lat0"": -2.96, ""lat_min"": 0.32}, ""M5"": {""lon0"": -25.64, ""lon_end"": 24.34}, ""M3"": {""lat_span"": 5.01}}"
tfrecord-00252-of-01000_177.json,50d821dd9698b064,0.36,M0_none,,26,{}
tfrecord-00039-of-01000_101.json,a4419798fedba6f2,6.26,M2_vehicle_crossing,M4_cut_in;M5_merge;M2_vehicle_crossing,153,"{""M4"": {""lat0"": 22.32, ""lat_min"": 0.06}, ""M5"": {""lon0"": -18.1, ""lon_end"": 15.15}, ""M2"": {""lat_span"": 22.53}}"
tfrecord-00164-of-01000_340.json,a159c3f2d2c6525c,0.14,M1_lead_slow_stop,M1_lead_slow_stop;M3_vru_crossing;M6_temp_occupancy,158,"{""M1"": {""min_spd"": 0.9, ""dspd"": 0.12}, ""M3"": {""lat_span"": 7.83}, ""M6"": {""lat_end"": -11.96}}"
tfrecord-00310-of-01000_292.json,b16f8f1e62ecaf30,0.0,M5_merge,M5_merge,58,"{""M5"": {""lon0"": -13.92, ""lon_end"": 21.88}}"
tfrecord-00384-of-01000_187.json,699e66f5d1b643ff,1.63,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing;M6_temp_occupancy,60,"{""M5"": {""lon0"": -9.31, ""lon_end"": 5.91}, ""M2"": {""lat_span"": 4.45}, ""M6"": {""lat_end"": 10.5}}"
tfrecord-00318-of-01000_266.json,16d57739064cb728,5.84,M4_cut_in,M4_cut_in;M6_temp_occupancy;M5_merge,77,"{""M4"": {""lat0"": -2.65, ""lat_min"": 0.03}, ""M6"": {""lat_end"": 3.39}, ""M5"": {""lon0"": -15.44, ""lon_end"": 28.63}}"
tfrecord-00373-of-01000_113.json,8fc4d2b0ac977795,10.32,M4_cut_in,M4_cut_in,12,"{""M4"": {""lat0"": -10.23, ""lat_min"": 0.54}}"
tfrecord-00320-of-01000_52.json,6ac9eef3d8cd3118,14.44,M2_vehicle_crossing,M6_temp_occupancy;M2_vehicle_crossing;M4_cut_in;M5_merge,60,"{""M6"": {""lat_end"": 7.14}, ""M2"": {""lat_span"": 5.45}, ""M4"": {""lat0"": -8.2, ""lat_min"": 0.54}, ""M5"": {""lon0"": -29.54, ""lon_end"": 121.23}}"
tfrecord-00112-of-01000_439.json,60ff626e1095f269,2.24,M1_lead_slow_stop,M2_vehicle_crossing;M4_cut_in;M5_merge;M1_lead_slow_stop,84,"{""M2"": {""lat_span"": 9.99}, ""M4"": {""lat0"": 5.24, ""lat_min"": 0.09}, ""M5"": {""lon0"": -22.94, ""lon_end"": 5.84}, ""M1"": {""min_spd"": 0.78, ""dspd"": 0.41}}"
tfrecord-00012-of-01000_180.json,df60a10357be71a,3.63,M1_lead_slow_stop,M2_vehicle_crossing;M1_lead_slow_stop,30,"{""M2"": {""lat_span"": 22.41}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00474-of-01000_54.json,eb332744966c2e85,0.0,M3_vru_crossing,M3_vru_crossing,194,"{""M3"": {""lat_span"": 10.17}}"
tfrecord-00169-of-01000_397.json,e5285431ea2c5038,3.23,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,120,"{""M2"": {""lat_span"": 7.72}, ""M6"": {""lat_end"": 3.7}}"
tfrecord-00310-of-01000_235.json,e11d9f9207d2ac7f,2.11,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,101,"{""M2"": {""lat_span"": 20.76}, ""M4"": {""lat0"": 21.99, ""lat_min"": 1.23}}"
tfrecord-00477-of-01000_192.json,38627ed188193d9e,11.23,M2_vehicle_crossing,M6_temp_occupancy;M2_vehicle_crossing;M4_cut_in;M5_merge,147,"{""M6"": {""lat_end"": -10.98}, ""M2"": {""lat_span"": 4.23}, ""M4"": {""lat0"": 5.31, ""lat_min"": 0.04}, ""M5"": {""lon0"": -38.5, ""lon_end"": 17.15}}"
tfrecord-00468-of-01000_82.json,6958363d9c040f6b,11.03,M4_cut_in,M4_cut_in,6,"{""M4"": {""lat0"": -13.04, ""lat_min"": 1.27}}"
tfrecord-00208-of-01000_252.json,da44286973ce91c3,0.0,M3_vru_crossing,M4_cut_in;M3_vru_crossing,31,"{""M4"": {""lat0"": 4.35, ""lat_min"": 0.23}, ""M3"": {""lat_span"": 22.11}}"
tfrecord-00064-of-01000_163.json,d4d0e8f3b81a6293,12.21,M1_lead_slow_stop,M5_merge;M4_cut_in;M6_temp_occupancy;M1_lead_slow_stop,40,"{""M5"": {""lon0"": -48.54, ""lon_end"": 28.03}, ""M4"": {""lat0"": 3.74, ""lat_min"": 1.17}, ""M6"": {""lat_end"": -12.77}, ""M1"": {""min_spd"": 6.17, ""dspd"": 6.56}}"
tfrecord-00289-of-01000_416.json,cb585aabdf8fea85,0.0,M4_cut_in,M4_cut_in,19,"{""M4"": {""lat0"": -13.93, ""lat_min"": 0.41}}"
tfrecord-00390-of-01000_388.json,dced24097fe48653,0.27,M1_lead_slow_stop,M5_merge;M1_lead_slow_stop,60,"{""M5"": {""lon0"": -7.93, ""lon_end"": 9.66}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00165-of-01000_287.json,8e742809836f266d,5.73,M2_vehicle_crossing,M2_vehicle_crossing,5,"{""M2"": {""lat_span"": 15.93}}"
tfrecord-00209-of-01000_470.json,a67c7338a1641db6,0.0,M3_vru_crossing,M3_vru_crossing;M5_merge;M4_cut_in,143,"{""M3"": {""lat_span"": 5.82}, ""M5"": {""lon0"": -2.32, ""lon_end"": 4.68}, ""M4"": {""lat0"": -11.46, ""lat_min"": 0.1}}"
tfrecord-00449-of-01000_211.json,a9dc23f242ecbc0c,3.51,M2_vehicle_crossing,M2_vehicle_crossing,53,"{""M2"": {""lat_span"": 6.96}}"
tfrecord-00184-of-01000_195.json,681e59719d187bf6,1.08,M4_cut_in,M4_cut_in;M6_temp_occupancy,50,"{""M4"": {""lat0"": 5.7, ""lat_min"": 0.09}, ""M6"": {""lat_end"": -4.68}}"
tfrecord-00438-of-01000_381.json,4ccdfc400bf6bb22,12.38,M5_merge,M5_merge,85,"{""M5"": {""lon0"": -54.16, ""lon_end"": 42.19}}"
tfrecord-00203-of-01000_255.json,29ebd785d6b836d,4.0,M4_cut_in,M4_cut_in,17,"{""M4"": {""lat0"": 11.91, ""lat_min"": 0.35}}"
tfrecord-00029-of-01000_68.json,599ecf74ed378598,2.18,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,16,"{""M2"": {""lat_span"": 31.45}, ""M4"": {""lat0"": -28.46, ""lat_min"": 0.66}}"
tfrecord-00342-of-01000_246.json,11cb463b24fe8e6b,15.91,M0_none,,4,{}
tfrecord-00179-of-01000_450.json,95fb4bfb4b2f9173,1.25,M2_vehicle_crossing,M2_vehicle_crossing,8,"{""M2"": {""lat_span"": 10.79}}"
tfrecord-00207-of-01000_93.json,2e4ed953c4c1a812,8.66,M1_lead_slow_stop,M4_cut_in;M5_merge;M1_lead_slow_stop,288,"{""M4"": {""lat0"": -3.75, ""lat_min"": 1.32}, ""M5"": {""lon0"": -41.68, ""lon_end"": 11.02}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00197-of-01000_420.json,64278a1a7562d552,0.0,M0_none,,51,{}
tfrecord-00403-of-01000_121.json,c86e529e6a6939e9,6.26,M2_vehicle_crossing,M5_merge;M4_cut_in;M2_vehicle_crossing,21,"{""M5"": {""lon0"": -15.92, ""lon_end"": 20.84}, ""M4"": {""lat0"": 3.58, ""lat_min"": 0.65}, ""M2"": {""lat_span"": 85.73}}"
tfrecord-00420-of-01000_55.json,b9bbb753f0e096ee,5.02,M6_temp_occupancy,M6_temp_occupancy,38,"{""M6"": {""lat_end"": 46.2}}"
tfrecord-00046-of-01000_277.json,aabac402c999d061,0.0,M0_none,,48,{}
tfrecord-00360-of-01000_99.json,dd72e3b7bb5306d,3.56,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,50,"{""M2"": {""lat_span"": 6.25}, ""M4"": {""lat0"": -5.82, ""lat_min"": 1.44}, ""M5"": {""lon0"": -22.54, ""lon_end"": 7.32}}"
tfrecord-00478-of-01000_116.json,78fcdae58fa6f109,0.99,M6_temp_occupancy,M6_temp_occupancy,36,"{""M6"": {""lat_end"": 0.72}}"
tfrecord-00497-of-01000_104.json,a86596d2b1c6bbfe,2.86,M4_cut_in,M4_cut_in;M6_temp_occupancy,81,"{""M4"": {""lat0"": 4.34, ""lat_min"": 0.16}, ""M6"": {""lat_end"": -5.42}}"
tfrecord-00219-of-01000_30.json,144b98f7313a1dab,0.02,M1_lead_slow_stop,M1_lead_slow_stop;M6_temp_occupancy,21,"{""M1"": {""min_spd"": 0.14, ""dspd"": 9.0}, ""M6"": {""lat_end"": -6.18}}"
tfrecord-00255-of-01000_223.json,2910301665321d3f,3.83,M2_vehicle_crossing,M2_vehicle_crossing,105,"{""M2"": {""lat_span"": 19.91}}"
tfrecord-00006-of-01000_116.json,6fee362701c3481,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M4_cut_in;M3_vru_crossing;M6_temp_occupancy,204,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M4"": {""lat0"": -8.89, ""lat_min"": 0.05}, ""M3"": {""lat_span"": 9.55}, ""M6"": {""lat_end"": 7.63}}"
tfrecord-00291-of-01000_23.json,1d8aad6788c8963,2.01,M4_cut_in,M4_cut_in,145,"{""M4"": {""lat0"": -24.53, ""lat_min"": 0.59}}"
tfrecord-00445-of-01000_391.json,afc0489f7dbf42ee,5.13,M1_lead_slow_stop,M1_lead_slow_stop,43,"{""M1"": {""min_spd"": 0.27, ""dspd"": -0.61}}"
tfrecord-00329-of-01000_21.json,2ebf3580b765af15,16.13,M4_cut_in,M4_cut_in;M5_merge,22,"{""M4"": {""lat0"": 3.19, ""lat_min"": 1.2}, ""M5"": {""lon0"": -44.16, ""lon_end"": 92.81}}"
tfrecord-00017-of-01000_0.json,7f10f7163f8aa08a,0.01,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,22,"{""M2"": {""lat_span"": 46.37}, ""M4"": {""lat0"": -23.61, ""lat_min"": 0.86}}"
tfrecord-00356-of-01000_330.json,42cb7a7c3cb4d687,0.66,M2_vehicle_crossing,M2_vehicle_crossing,6,"{""M2"": {""lat_span"": 120.39}}"
tfrecord-00401-of-01000_92.json,62b256b2df7d74b0,20.12,M5_merge,M5_merge,20,"{""M5"": {""lon0"": -46.47, ""lon_end"": 116.32}}"
tfrecord-00010-of-01000_281.json,e02e4891115c5232,5.69,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,51,"{""M2"": {""lat_span"": 24.66}, ""M4"": {""lat0"": -23.78, ""lat_min"": 0.02}}"
tfrecord-00498-of-01000_97.json,f9a4f78de315f8b5,4.27,M0_none,,16,{}
tfrecord-00460-of-01000_164.json,357d6d87b16e8688,17.87,M5_merge,M5_merge,74,"{""M5"": {""lon0"": -70.43, ""lon_end"": 48.43}}"
tfrecord-00018-of-01000_431.json,2e51b9995eee3f95,0.0,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,19,"{""M2"": {""lat_span"": 84.24}, ""M4"": {""lat0"": -25.75, ""lat_min"": 0.76}}"
tfrecord-00292-of-01000_14.json,43f34ee740bd70c8,1.19,M0_none,,1,{}
tfrecord-00463-of-01000_339.json,9dae79dc8a17bf2,1.89,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M6_temp_occupancy,126,"{""M3"": {""lat_span"": 8.64}, ""M4"": {""lat0"": 8.55, ""lat_min"": 0.09}, ""M6"": {""lat_end"": -3.08}}"
tfrecord-00091-of-01000_206.json,8992e9a7264f21bd,28.88,M4_cut_in,M4_cut_in,12,"{""M4"": {""lat0"": -4.45, ""lat_min"": 1.46}}"
tfrecord-00295-of-01000_317.json,47298ba989de87bf,1.68,M0_none,,126,{}
tfrecord-00401-of-01000_518.json,8cdc38ffafdb38e3,2.28,M1_lead_slow_stop,M1_lead_slow_stop,98,"{""M1"": {""min_spd"": 0.09, ""dspd"": 0.12}}"
tfrecord-00333-of-01000_439.json,2e30f7bfa0df4ac0,2.94,M1_lead_slow_stop,M1_lead_slow_stop,173,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00353-of-01000_342.json,6c8c32ca98086017,3.41,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,98,"{""M2"": {""lat_span"": 16.17}, ""M4"": {""lat0"": -10.1, ""lat_min"": 0.32}}"
tfrecord-00161-of-01000_373.json,575505f2eac01339,5.22,M5_merge,M5_merge,33,"{""M5"": {""lon0"": -13.5, ""lon_end"": 39.46}}"
tfrecord-00311-of-01000_327.json,2885e59c66ea866d,4.58,M1_lead_slow_stop,M2_vehicle_crossing;M4_cut_in;M1_lead_slow_stop,96,"{""M2"": {""lat_span"": 5.97}, ""M4"": {""lat0"": 7.38, ""lat_min"": 1.41}, ""M1"": {""min_spd"": 0.01, ""dspd"": 0.06}}"
tfrecord-00140-of-01000_140.json,af41bce33eff532,4.61,M0_none,,51,{}
tfrecord-00007-of-01000_392.json,fec73452395a5208,0.0,M0_none,,2,{}
tfrecord-00327-of-01000_56.json,56ac0983e17f61eb,6.49,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,18,"{""M2"": {""lat_span"": 11.98}, ""M4"": {""lat0"": 7.56, ""lat_min"": 0.43}, ""M5"": {""lon0"": -12.86, ""lon_end"": 33.17}}"
tfrecord-00145-of-01000_470.json,1d3284dc603385d5,7.3,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,20,"{""M2"": {""lat_span"": 7.22}, ""M4"": {""lat0"": -5.99, ""lat_min"": 0.1}, ""M5"": {""lon0"": -16.1, ""lon_end"": 7.05}}"
tfrecord-00009-of-01000_88.json,fd5e87e6e925c1d9,2.22,M1_lead_slow_stop,M2_vehicle_crossing;M1_lead_slow_stop,27,"{""M2"": {""lat_span"": 91.39}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00457-of-01000_105.json,8b20b6b40e71f08,4.45,M4_cut_in,M5_merge;M4_cut_in,89,"{""M5"": {""lon0"": -16.45, ""lon_end"": 10.08}, ""M4"": {""lat0"": -2.92, ""lat_min"": 1.02}}"
tfrecord-00106-of-01000_328.json,b001c50aead32cfe,0.33,M0_none,,43,{}
tfrecord-00091-of-01000_125.json,35b8f00799232115,0.0,M1_lead_slow_stop,M3_vru_crossing;M4_cut_in;M1_lead_slow_stop,70,"{""M3"": {""lat_span"": 9.44}, ""M4"": {""lat0"": -6.72, ""lat_min"": 0.23}, ""M1"": {""min_spd"": 0.7, ""dspd"": 3.22}}"
tfrecord-00243-of-01000_212.json,808593025ce10946,6.72,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,38,"{""M2"": {""lat_span"": 38.39}, ""M4"": {""lat0"": -37.7, ""lat_min"": 0.31}}"
tfrecord-00313-of-01000_52.json,6d084deb06ac80ce,0.39,M4_cut_in,M6_temp_occupancy;M4_cut_in,90,"{""M6"": {""lat_end"": -10.01}, ""M4"": {""lat0"": -5.34, ""lat_min"": 0.14}}"
tfrecord-00099-of-01000_176.json,6722059dc50e31af,0.02,M2_vehicle_crossing,M4_cut_in;M2_vehicle_crossing;M6_temp_occupancy,38,"{""M4"": {""lat0"": 16.49, ""lat_min"": 0.62}, ""M2"": {""lat_span"": 22.79}, ""M6"": {""lat_end"": 71.22}}"
tfrecord-00466-of-01000_152.json,68d2f07eb511dbd9,2.27,M1_lead_slow_stop,M1_lead_slow_stop,149,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00015-of-01000_156.json,97675f631b6e40ed,17.65,M5_merge,M5_merge,18,"{""M5"": {""lon0"": -58.77, ""lon_end"": 93.83}}"
tfrecord-00314-of-01000_319.json,34116786f4d1e90f,20.12,M5_merge,M5_merge,75,"{""M5"": {""lon0"": -54.42, ""lon_end"": 111.29}}"
tfrecord-00227-of-01000_443.json,aedf5dd6f558f242,3.07,M1_lead_slow_stop,M6_temp_occupancy;M1_lead_slow_stop;M4_cut_in,43,"{""M6"": {""lat_end"": 8.38}, ""M1"": {""min_spd"": 0.04, ""dspd"": 0.02}, ""M4"": {""lat0"": -11.42, ""lat_min"": 0.76}}"
tfrecord-00029-of-01000_354.json,5376dd1f23eacb6f,11.11,M4_cut_in,M4_cut_in;M5_merge,27,"{""M4"": {""lat0"": 3.71, ""lat_min"": 0.36}, ""M5"": {""lon0"": -51.03, ""lon_end"": 62.0}}"
tfrecord-00402-of-01000_222.json,6ad5b8c0c6b8fb8a,0.93,M2_vehicle_crossing,M2_vehicle_crossing;M3_vru_crossing,207,"{""M2"": {""lat_span"": 5.91}, ""M3"": {""lat_span"": 10.73}}"
tfrecord-00260-of-01000_338.json,fdde9c16d76a7484,18.98,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,11,"{""M1"": {""min_spd"": 10.71, ""dspd"": 8.04}, ""M5"": {""lon0"": -34.16, ""lon_end"": 81.32}}"
tfrecord-00386-of-01000_416.json,104620a41cfede32,3.94,M4_cut_in,M4_cut_in,10,"{""M4"": {""lat0"": 4.28, ""lat_min"": 0.18}}"
tfrecord-00082-of-01000_11.json,46317492f84516cc,1.09,M5_merge,M6_temp_occupancy;M5_merge,168,"{""M6"": {""lat_end"": 7.73}, ""M5"": {""lon0"": -24.49, ""lon_end"": 3.48}}"
tfrecord-00388-of-01000_332.json,ab0eadca1a61f48f,0.6,M1_lead_slow_stop,M1_lead_slow_stop;M3_vru_crossing;M6_temp_occupancy;M4_cut_in,183,"{""M1"": {""min_spd"": 0.79, ""dspd"": 0.32}, ""M3"": {""lat_span"": 8.5}, ""M6"": {""lat_end"": -6.1}, ""M4"": {""lat0"": 5.36, ""lat_min"": 0.23}}"
tfrecord-00356-of-01000_209.json,86005e2f3abdb2cf,0.0,M1_lead_slow_stop,M1_lead_slow_stop,25,"{""M1"": {""min_spd"": 0.04, ""dspd"": 1.62}}"
tfrecord-00494-of-01000_10.json,887e108cc0f4f47e,0.0,M1_lead_slow_stop,M1_lead_slow_stop,23,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00254-of-01000_10.json,58e6b10b6d8acea5,0.86,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy;M4_cut_in,56,"{""M2"": {""lat_span"": 17.95}, ""M6"": {""lat_end"": -5.5}, ""M4"": {""lat0"": 20.31, ""lat_min"": 0.52}}"
tfrecord-00246-of-01000_447.json,8a78724af557c9c8,2.81,M1_lead_slow_stop,M2_vehicle_crossing;M1_lead_slow_stop,18,"{""M2"": {""lat_span"": 19.6}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00010-of-01000_491.json,8c4f2009261c1c7c,16.16,M5_merge,M5_merge,96,"{""M5"": {""lon0"": -24.54, ""lon_end"": 106.96}}"
tfrecord-00235-of-01000_457.json,92851d5b932b856d,3.94,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,113,"{""M2"": {""lat_span"": 17.94}, ""M4"": {""lat0"": -17.5, ""lat_min"": 0.12}}"
tfrecord-00185-of-01000_126.json,7f578d4c5a146a24,0.02,M0_none,,35,{}
tfrecord-00028-of-01000_359.json,1041fa11acdb3d39,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,75,"{""M3"": {""lat_span"": 12.36}, ""M6"": {""lat_end"": 4.94}}"
tfrecord-00432-of-01000_480.json,8d036d26557852bf,3.98,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,34,"{""M2"": {""lat_span"": 9.86}, ""M4"": {""lat0"": 7.49, ""lat_min"": 0.06}, ""M5"": {""lon0"": -11.97, ""lon_end"": 10.8}}"
tfrecord-00236-of-01000_432.json,51e8ddadcfaef107,0.0,M3_vru_crossing,M3_vru_crossing,52,"{""M3"": {""lat_span"": 9.88}}"
tfrecord-00246-of-01000_22.json,a7cae66ed861d0ad,4.0,M1_lead_slow_stop,M1_lead_slow_stop,49,"{""M1"": {""min_spd"": 0.01, ""dspd"": 3.49}}"
tfrecord-00306-of-01000_335.json,40f1b6bb758fa9f3,17.6,M5_merge,M5_merge,30,"{""M5"": {""lon0"": -39.93, ""lon_end"": 99.8}}"
tfrecord-00188-of-01000_262.json,de9a7ca19c7e7c19,0.41,M5_merge,M5_merge,28,"{""M5"": {""lon0"": -8.18, ""lon_end"": 17.02}}"
tfrecord-00218-of-01000_336.json,e3c1fb20ef8f2a3b,3.23,M4_cut_in,M4_cut_in,32,"{""M4"": {""lat0"": -16.37, ""lat_min"": 0.56}}"
tfrecord-00144-of-01000_66.json,75b5f6dd99da5eb5,0.05,M0_none,,112,{}
tfrecord-00483-of-01000_181.json,84f163894e4f4b91,9.04,M2_vehicle_crossing,M2_vehicle_crossing,10,"{""M2"": {""lat_span"": 12.59}}"
tfrecord-00396-of-01000_419.json,68fb6aa76e3f18a,0.0,M1_lead_slow_stop,M6_temp_occupancy;M1_lead_slow_stop;M4_cut_in,111,"{""M6"": {""lat_end"": -10.62}, ""M1"": {""min_spd"": 0.07, ""dspd"": 0.27}, ""M4"": {""lat0"": 5.1, ""lat_min"": 0.09}}"
tfrecord-00074-of-01000_496.json,5ac0c07da7e4a0ce,15.66,M5_merge,M5_merge,27,"{""M5"": {""lon0"": -37.6, ""lon_end"": 92.46}}"
tfrecord-00492-of-01000_190.json,dd74b4fc9a47e61,0.11,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,24,"{""M2"": {""lat_span"": 7.12}, ""M5"": {""lon0"": -44.28, ""lon_end"": 4.09}}"
tfrecord-00361-of-01000_490.json,fb859e7470f0cc5a,1.68,M4_cut_in,M4_cut_in,20,"{""M4"": {""lat0"": 12.45, ""lat_min"": 1.45}}"
tfrecord-00249-of-01000_100.json,db5a3e6540a9742,3.03,M4_cut_in,M4_cut_in;M6_temp_occupancy,192,"{""M4"": {""lat0"": -51.76, ""lat_min"": 0.36}, ""M6"": {""lat_end"": 16.36}}"
tfrecord-00034-of-01000_378.json,519e713599ca0c89,15.66,M5_merge,M5_merge,16,"{""M5"": {""lon0"": -41.6, ""lon_end"": 77.8}}"
tfrecord-00341-of-01000_155.json,e2d946ff84807088,15.71,M5_merge,M5_merge,93,"{""M5"": {""lon0"": -18.95, ""lon_end"": 131.65}}"
tfrecord-00033-of-01000_372.json,55f5cb5f59cd9e49,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,126,"{""M1"": {""min_spd"": 0.44, ""dspd"": 0.15}, ""M5"": {""lon0"": -19.83, ""lon_end"": 5.8}}"
tfrecord-00001-of-01000_259.json,3d62af2c9cede343,12.64,M2_vehicle_crossing,M4_cut_in;M5_merge;M2_vehicle_crossing,114,"{""M4"": {""lat0"": -3.54, ""lat_min"": 0.07}, ""M5"": {""lon0"": -37.64, ""lon_end"": 58.03}, ""M2"": {""lat_span"": 9.92}}"
tfrecord-00450-of-01000_294.json,2f3413cb9fa990be,2.37,M0_none,,25,{}
tfrecord-00427-of-01000_210.json,d174daef69987227,7.01,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,33,"{""M2"": {""lat_span"": 12.13}, ""M4"": {""lat0"": 9.03, ""lat_min"": 0.42}, ""M5"": {""lon0"": -5.68, ""lon_end"": 14.42}}"
tfrecord-00229-of-01000_88.json,fe47307aebf44377,2.27,M5_merge,M6_temp_occupancy;M5_merge,114,"{""M6"": {""lat_end"": -6.24}, ""M5"": {""lon0"": -9.19, ""lon_end"": 7.36}}"
tfrecord-00295-of-01000_222.json,5a2f959ca6f187e,0.05,M3_vru_crossing,M3_vru_crossing,18,"{""M3"": {""lat_span"": 9.64}}"
tfrecord-00098-of-01000_319.json,a44333f05f806bab,4.6,M1_lead_slow_stop,M1_lead_slow_stop;M4_cut_in;M5_merge,15,"{""M1"": {""min_spd"": 2.74, ""dspd"": 2.36}, ""M4"": {""lat0"": 2.86, ""lat_min"": 0.51}, ""M5"": {""lon0"": -18.2, ""lon_end"": 14.46}}"
tfrecord-00159-of-01000_433.json,7eb431f5ea8025af,4.49,M2_vehicle_crossing,M2_vehicle_crossing,36,"{""M2"": {""lat_span"": 77.07}}"
tfrecord-00221-of-01000_391.json,34dd04d172cf5b4a,6.55,M5_merge,M6_temp_occupancy;M5_merge,30,"{""M6"": {""lat_end"": -45.81}, ""M5"": {""lon0"": -34.88, ""lon_end"": 22.44}}"
tfrecord-00400-of-01000_408.json,59b9d110783a84bb,2.98,M4_cut_in,M4_cut_in,28,"{""M4"": {""lat0"": -17.57, ""lat_min"": 0.13}}"
tfrecord-00286-of-01000_9.json,1b2e37366a370e76,0.0,M1_lead_slow_stop,M1_lead_slow_stop,26,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00143-of-01000_84.json,30f8321924dddd96,6.19,M1_lead_slow_stop,M1_lead_slow_stop,40,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00061-of-01000_16.json,a27b3765f17d4a0d,0.0,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing,24,"{""M5"": {""lon0"": -9.67, ""lon_end"": 4.18}, ""M2"": {""lat_span"": 10.7}}"
tfrecord-00005-of-01000_196.json,7b2a463f54d96e05,19.75,M4_cut_in,M4_cut_in,42,"{""M4"": {""lat0"": -3.23, ""lat_min"": 0.12}}"
tfrecord-00107-of-01000_129.json,84aabe63550f69e8,16.85,M4_cut_in,M4_cut_in,60,"{""M4"": {""lat0"": 3.4, ""lat_min"": 0.03}}"
tfrecord-00485-of-01000_321.json,fe6f31829af8cefc,0.04,M0_none,,47,{}
tfrecord-00327-of-01000_162.json,1393f70056b5efed,10.93,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge;M6_temp_occupancy,46,"{""M1"": {""min_spd"": 4.52, ""dspd"": 3.49}, ""M5"": {""lon0"": -63.78, ""lon_end"": 12.32}, ""M6"": {""lat_end"": -3.41}}"
tfrecord-00378-of-01000_96.json,7441d66523754ef6,15.73,M5_merge,M5_merge,58,"{""M5"": {""lon0"": -13.9, ""lon_end"": 84.25}}"
